user_id,ad_click,article_click,banner_click,banner_video_ad_click,banner_video_click,choice_card_click,clicked_whiteboard_proceed,complete_scheme_profile_click,contact_now_click,jobs_card_click,jobs_options_click,location_details_screen_proceed_click,logout_click,notification_click,scheme_category_click,scheme_click,service_options_click,sub_service_card_click,sub_service_click,verify_otp_click,view_modify_click,article_view,enquiry_successfully,choice_submit_success,engagement_time_msec
202500,0,0,5,0,0,0,3,1,0,0,1,1,0,0,0,0,5,0,0,0,4,24,0,0,1771151
215479,0,5,1,0,0,0,0,0,0,3,8,1,0,0,1,4,4,0,1,0,0,21,0,0,1769604
215433,0,0,0,0,0,10,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,9,1767553
210959,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4,23,0,0,1766732
186835,0,0,0,0,0,0,0,0,0,2,14,0,0,0,6,20,0,0,0,0,3,0,0,0,1765025
212101,0,8,3,0,0,0,1,0,0,1,1,1,0,0,1,1,3,0,2,0,2,54,0,0,1761762
212645,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9,29,0,0,1761458
201205,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,1759734
220434,0,0,1,0,0,0,0,0,0,12,7,0,0,0,2,2,1,0,0,0,0,9,0,0,1756183
219936,0,0,0,0,0,3,3,0,0,1,1,1,0,5,1,1,0,0,0,0,5,7,0,3,1755495
215454,0,7,4,0,3,0,1,0,0,1,5,0,0,1,0,0,4,0,6,0,0,28,0,0,1754942
221454,0,0,0,0,0,11,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,14,0,7,1750112
214755,0,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,9,0,2,1749291
213100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,1,11,3,0,1749098
219088,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,16,0,5,0,2,23,0,0,1748499
189983,0,0,0,0,0,15,3,0,0,0,0,1,0,4,0,0,0,0,0,0,11,0,0,10,1747963
218866,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,39,0,0,1746231
208468,0,0,1,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,6,0,0,1745538
213284,0,0,1,0,0,11,0,0,0,0,1,0,0,0,2,2,4,0,0,0,3,17,0,3,1744673
215110,0,2,1,0,0,1,3,1,1,0,6,1,0,3,1,0,11,0,5,0,4,24,0,0,1744148
217734,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,1,0,0,18,0,0,1740778
215573,0,0,0,0,0,0,1,2,0,4,13,0,0,1,7,5,8,0,3,0,0,24,0,0,1740599
220209,0,0,1,0,0,0,0,3,0,2,5,0,0,0,2,1,1,0,1,0,0,32,1,0,1739179
211510,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,12,3,1,7,1734324
197382,0,0,0,0,1,0,0,0,1,1,2,0,0,5,1,0,2,0,1,0,8,0,0,0,1730948
214325,0,0,0,0,0,2,1,0,1,2,10,1,1,0,0,0,2,0,3,1,3,13,0,0,1729697
211645,0,5,8,0,0,3,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,41,0,2,1728740
186300,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,1727569
188151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,1726698
223115,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,15,0,0,1726177
185326,0,2,0,0,0,0,0,1,0,1,16,2,0,0,1,4,3,0,1,0,7,0,2,0,1724059
220161,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,3,0,0,0,1,25,0,1,1720482
213631,0,1,2,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0,1,0,9,10,0,4,1719792
222527,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,3,1,0,0,0,3,14,0,5,1719218
196546,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,10,1715814
185222,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,3,0,3,1,0,0,0,1,1714344
198850,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1713457
189262,0,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0,2,0,3,0,0,4,0,0,1713384
213711,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,7,0,0,1713215
206016,0,8,0,0,0,3,1,0,0,0,0,1,0,1,1,1,0,0,0,0,8,0,0,1,1713037
211144,0,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8,3,0,9,1712102
185356,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0,1710842
222671,0,1,1,1,3,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,1,22,6,0,1710028
208918,0,0,6,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0,0,0,2,22,0,0,1709305
201384,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,1,3,0,8,0,0,0,1706717
201138,0,0,0,0,0,0,0,0,0,3,7,0,0,0,1,1,4,0,3,0,0,0,0,0,1706433
201422,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,7,0,0,1,1705901
188180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1705234
212024,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,5,0,4,1704320
222688,0,0,3,0,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,19,0,2,1702297
202157,0,0,0,0,0,6,0,0,0,9,8,0,0,0,0,0,0,0,0,0,5,0,0,4,1701565
210194,0,2,3,0,0,0,0,0,0,0,4,0,0,0,1,15,0,0,0,0,0,23,0,0,1699037
191889,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1696519
201450,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1696312
203515,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1694911
208366,0,0,7,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,2,16,0,0,1689768
190423,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,0,0,3,1689661
223199,0,6,0,0,0,0,0,0,0,1,1,1,0,0,2,2,4,0,3,0,0,29,0,0,1689560
220151,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,44,0,0,1687640
199194,0,0,0,0,0,3,2,0,0,0,0,1,0,1,1,1,1,0,1,0,19,0,0,2,1687357
217915,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9,1685664
210696,0,1,1,0,0,1,2,0,0,0,5,0,0,3,5,6,2,0,1,0,4,39,0,1,1684841
192789,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,1674564
220276,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,30,0,0,1674548
199775,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,15,9,0,0,1674300
195976,0,2,0,0,4,0,0,0,0,0,2,6,0,0,1,4,5,0,2,0,3,0,0,0,1674234
212260,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,10,0,13,0,0,16,0,1,1673904
218391,0,1,1,0,0,2,0,0,0,14,2,1,0,0,1,0,2,1,1,0,6,26,0,1,1669222
202675,0,1,1,0,0,8,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,8,0,6,1668027
193168,0,1,0,5,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1666704
193937,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,15,1665509
208644,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,0,4,1664046
197339,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,12,1663626
211288,0,0,6,0,0,1,0,0,0,0,2,0,0,0,1,1,3,0,2,0,0,26,0,1,1663488
215971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,17,0,0,0,0,0,14,0,0,1662742
210331,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,8,0,5,0,0,14,0,0,1662483
218310,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,9,1,0,10,0,0,1660792
218350,0,0,1,0,0,4,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,13,0,3,1660012
216304,0,2,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,3,16,0,0,1659386
216272,0,1,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,8,7,4,0,1659008
212966,0,3,0,0,12,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,45,0,0,1653865
188374,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,1,0,0,0,0,24,0,0,0,1653390
199296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1652068
217407,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0,3,0,0,14,0,0,1651208
184404,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1648371
188100,0,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1644948
214591,0,1,1,0,0,0,0,0,0,1,6,0,0,0,2,2,2,2,3,0,3,10,0,0,1642988
184558,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,6,1,0,1,0,0,0,0,0,1641497
202256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,4,0,0,0,0,0,1641454
186261,0,11,0,0,0,1,0,0,0,2,3,1,0,0,4,2,5,0,2,0,0,0,0,0,1640671
205721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1639599
209361,0,0,0,0,0,2,1,0,0,0,0,3,0,0,3,5,0,0,0,1,4,7,0,1,1637959
208381,0,3,1,0,0,0,1,0,0,2,4,0,0,0,1,0,0,0,0,0,2,31,0,0,1637725
204420,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,14,0,0,0,1637640
197667,0,2,1,1,7,0,0,0,0,1,12,0,0,1,2,1,3,0,1,0,2,7,0,0,1632504
191698,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,1,1632275
222984,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,13,0,2,1631771
214705,0,0,2,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1627875
219175,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,2,6,0,0,1627581
202436,0,1,0,0,1,0,0,1,0,12,0,8,0,0,0,0,0,0,0,0,8,0,0,0,1627028
189986,0,0,0,0,0,1,3,0,0,0,3,1,0,4,1,2,13,0,4,0,2,0,0,1,1626868
187903,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,6,0,3,0,0,23,0,0,1625844
198427,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1624116
212828,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,21,0,1,1621492
189406,0,0,0,0,1,0,0,0,0,2,7,2,0,0,0,0,3,1,1,0,2,0,0,0,1621350
195618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,0,0,0,3,0,0,0,1618411
215130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0,1618163
211845,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,17,0,0,1617757
195273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,1617469
213571,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,2,3,0,0,0,4,31,0,0,1615338
213574,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,10,0,0,1612205
217719,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,5,0,1,0,1,47,0,0,1612043
217841,0,0,1,0,0,11,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,2,0,9,1610801
202296,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,9,0,0,0,1609219
220012,0,0,0,0,0,3,3,0,0,0,7,0,0,1,1,5,0,0,0,0,2,15,0,1,1609150
205113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,7,0,0,0,0,0,1606811
205999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1606041
202528,0,0,0,0,0,2,0,0,0,11,3,0,0,0,1,0,0,0,0,0,7,0,0,2,1605701
210341,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,7,16,21,0,0,1605589
221514,0,0,0,0,0,1,0,0,0,0,7,1,0,0,1,0,1,0,4,0,8,17,0,1,1605426
192833,0,0,0,0,1,0,0,0,0,18,14,1,0,0,0,0,6,1,4,0,4,0,0,0,1604240
217814,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,8,6,1,4,0,1,23,0,0,1603700
190911,0,1,0,0,0,3,5,1,0,1,4,0,0,5,0,0,3,0,5,0,2,0,0,1,1603609
198314,0,0,0,0,0,0,0,0,0,2,6,1,0,0,1,4,0,0,0,0,5,0,1,0,1601371
197167,0,2,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1598402
199831,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1598340
196212,0,0,0,0,0,3,3,0,0,0,3,0,0,5,2,1,3,0,2,0,5,0,0,1,1598135
206885,0,0,1,0,0,0,0,0,0,36,7,1,0,0,6,5,0,0,0,0,3,0,0,0,1597993
217279,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,12,0,0,1596812
206575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,20,0,0,0,1596439
200027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1595546
210359,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1594954
211897,0,0,3,0,0,11,1,0,0,0,1,0,0,0,0,0,9,0,0,10,0,17,0,3,1594442
205434,0,0,0,0,0,1,2,0,0,4,3,1,0,3,1,0,3,0,0,0,6,0,0,0,1594060
207834,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,0,0,1592898
212825,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,0,2,0,0,18,0,0,1592842
212424,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,7,0,0,1591256
189085,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1589340
212272,0,0,0,0,0,0,1,0,0,7,3,1,0,1,1,0,1,0,0,0,2,11,0,0,1587832
208854,0,0,5,0,0,0,2,0,0,0,5,0,1,1,1,0,0,0,0,2,0,21,0,0,1586626
200810,0,0,0,0,0,0,0,0,0,5,5,1,0,0,1,0,7,0,0,3,0,0,0,0,1586577
187133,0,0,0,0,0,0,0,0,0,0,2,14,1,0,1,0,1,0,1,1,10,0,0,0,1585016
196572,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,10,1584612
201562,0,1,0,0,0,3,1,0,0,0,0,3,0,0,0,0,1,2,4,0,15,0,0,3,1584524
191360,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1584186
186811,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,0,2,0,0,0,3,0,1582396
196219,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,2,5,0,4,0,8,0,3,0,1581578
218606,0,0,0,0,0,0,0,0,0,33,3,2,0,0,1,0,0,0,0,0,7,3,0,0,1581278
206049,0,1,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1580131
211793,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,2,1,0,0,0,1,8,0,0,1579207
218579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,1,0,5,13,0,0,1578667
209281,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,2,0,3,2,2,62,4,0,1578642
215247,0,0,1,0,0,1,1,0,0,3,9,0,0,0,2,3,1,0,1,0,5,6,2,0,1577263
187828,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1577160
210375,0,4,3,0,0,6,0,0,0,0,1,1,0,0,1,1,1,0,0,0,8,31,0,6,1576366
206137,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,3,0,0,1575789
208515,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,2,3,0,0,1573905
243995,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1573168
201094,0,1,0,0,0,5,1,0,0,1,2,0,0,0,1,0,2,0,1,0,0,0,0,1,1571613
196340,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,0,0,1,1570510
207813,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,17,0,0,1566280
219906,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,5,0,5,1565697
203896,0,0,0,0,1,0,1,0,0,17,11,0,0,3,0,0,1,0,1,0,2,0,0,0,1564598
201002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1564055
204268,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563214
220414,0,4,1,0,0,0,1,0,0,0,0,0,0,0,4,7,6,0,4,0,0,19,0,0,1562464
191352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,1,0,0,0,1561553
210530,0,0,0,0,0,1,4,0,0,0,0,1,0,2,1,5,0,0,0,0,0,10,3,0,1560858
209425,0,0,2,0,0,1,2,0,0,1,13,0,0,4,1,1,2,0,0,0,0,24,0,0,1560115
205850,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,1,0,0,0,1558042
214741,0,0,0,0,3,0,0,0,0,0,1,3,0,0,1,1,1,0,0,1,9,0,1,0,1556134
196543,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1555742
205382,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,1,0,5,0,0,1,1553568
194312,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1551357
196705,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,11,10,0,0,0,1550893
220285,0,2,1,0,0,1,1,0,0,1,1,1,0,1,0,0,7,0,6,0,4,19,0,0,1550676
184638,0,5,0,7,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,1548758
211189,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,17,0,0,1548426
200930,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1547693
188156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547687
205786,0,0,0,0,0,0,0,1,0,0,5,1,0,0,4,7,1,0,0,0,2,0,0,0,1546145
195726,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,3,1545865
206415,0,3,0,0,0,0,0,0,0,0,4,0,0,0,1,1,3,0,1,0,7,0,0,0,1543643
205189,0,0,0,0,9,0,0,0,0,0,1,0,0,9,0,0,1,0,1,0,0,6,0,0,1543642
213974,0,1,2,0,0,0,0,0,0,5,16,1,0,0,0,0,1,0,0,0,0,17,0,0,1542914
212640,0,3,0,0,0,4,0,0,0,0,8,1,0,0,1,1,3,0,3,0,5,48,0,4,1541243
205169,0,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,5,0,2,0,1,13,1,0,1540548
199918,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,2,0,2,0,9,0,0,0,1539461
220675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,1537213
206209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1534089
204404,0,0,0,0,0,1,0,0,0,9,3,1,0,1,0,0,1,0,1,0,12,0,0,1,1531929
187644,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,1531059
215456,0,0,1,0,0,5,1,0,0,0,2,0,0,1,1,1,0,0,0,0,2,0,0,4,1529737
220669,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,2,0,0,3,0,0,1527423
215948,0,2,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,15,0,0,1527403
206452,0,0,0,0,0,7,1,0,0,0,0,2,0,2,2,0,0,0,0,0,19,0,0,6,1526432
212549,0,3,0,0,0,0,5,4,0,0,0,0,0,6,4,3,0,0,0,0,0,20,1,0,1523609
189505,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,4,0,0,0,1523373
204611,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1522988
193952,0,0,0,0,1,0,0,0,0,19,14,0,0,1,2,0,4,0,1,0,0,0,0,0,1522849
200308,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,2,2,0,2,0,0,0,0,0,1521695
217946,0,1,0,0,0,1,0,0,0,9,27,1,0,0,2,0,2,0,4,0,4,18,0,0,1521026
196540,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,1520488
185637,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1520309
187742,0,4,0,0,0,1,1,2,0,2,6,0,0,2,4,4,2,0,1,0,4,0,0,0,1520043
187710,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1517590
209241,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,1515836
184355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512714
210559,0,0,0,0,0,3,1,0,0,0,0,7,1,1,0,0,0,0,0,1,31,5,0,2,1509847
185101,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,2,0,2,0,1,0,0,0,1509628
192609,0,0,0,0,0,0,2,0,0,42,0,0,0,3,1,2,0,0,0,0,0,0,2,0,1504860
208195,0,3,6,0,0,0,0,0,0,1,6,0,0,0,0,0,9,0,4,0,0,19,0,0,1503363
193434,0,0,0,0,2,0,1,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1503176
194697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1503095
192084,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,1,0,12,0,0,1,1501397
195278,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,1,1496233
216930,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,6,1,0,1,0,0,9,0,0,1495336
216526,0,2,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,0,4,1495258
187583,0,1,0,0,0,2,4,0,0,2,22,0,0,4,2,1,6,0,3,0,7,1,0,0,1494770
190592,0,1,0,0,0,0,0,0,0,2,2,0,0,0,3,1,1,0,1,0,0,4,0,0,1492733
192032,0,0,0,0,2,3,0,0,0,1,3,1,0,0,0,0,5,0,3,0,2,0,0,0,1492127
194533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,1492062
220690,0,1,1,0,0,1,2,0,0,1,2,1,0,1,1,1,1,0,0,0,7,13,3,0,1491682
210894,0,0,4,0,0,0,4,0,0,0,1,0,0,6,5,3,5,0,5,0,0,28,0,0,1490464
198723,0,3,0,0,0,0,1,0,0,0,6,2,0,0,1,0,5,2,5,0,4,6,0,0,1490219
211966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1489312
221372,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,7,0,0,26,1,0,1487143
183831,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,2,0,0,0,0,0,1486907
205847,0,1,0,0,0,0,0,0,0,1,7,1,0,0,0,0,1,0,1,0,4,0,0,0,1484576
217170,0,3,1,3,0,0,4,1,0,1,2,0,0,3,1,2,6,0,3,0,0,38,0,0,1483879
202081,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,1483311
187237,0,1,0,0,0,0,0,0,0,3,4,1,0,0,0,0,6,0,1,0,0,0,0,0,1483226
220153,0,1,0,0,0,3,0,1,0,0,8,0,0,0,2,0,1,0,1,0,0,4,0,2,1483200
212151,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1482597
196638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1481311
194296,0,0,2,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,3,0,0,1480688
207086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1480420
205164,0,3,0,0,0,0,0,0,0,2,6,0,0,1,0,0,2,0,1,0,8,18,0,0,1479467
218249,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,2,37,0,0,1478593
210930,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,7,1475177
189233,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,6,3,0,1,0,1,0,4,0,1474657
204934,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,9,5,0,0,1473112
206219,0,0,0,0,0,11,5,1,0,0,0,1,0,5,2,0,2,0,1,0,3,0,0,6,1473072
197957,0,0,0,0,1,0,0,0,0,0,7,1,0,0,1,11,6,0,1,0,4,0,1,0,1470515
194587,0,1,0,0,4,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1467529
196475,0,0,0,0,0,15,0,0,0,0,0,2,0,0,1,1,0,0,0,0,14,0,0,12,1466711
221388,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1466059
206746,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,3,0,2,0,5,0,0,0,1465894
194856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464491
186906,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,0,7,0,0,8,0,0,1463435
193942,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,2,1462299
